job_id,job_title,company,location,experience_level,salary_inr,skills_required,date_posted,remote,industry,year,month,year_month,salary_lpa,level_numeric,skill_count,skills_clean,skills
JOB00535,DevOps Engineer,Cognizant,Mumbai,Entry,507811.0,"Ansible, Bash Scripting, Kubernetes, Linux, AWS, Azure, Jenkins",2022-07-28,No,Finance,2022,7,2022-07,5.08,1,7,"Ansible, Bash Scripting, Kubernetes, Linux, Aws, Azure, Jenkins","Ansible, Bash Scripting, Kubernetes, Linux, Aws, Azure, Jenkins"
JOB00536,Frontend Developer,Microsoft India,Ahmedabad,Mid,1323861.0,"React, Angular, TypeScript, CSS, GraphQL, Vue.js, HTML",2024-03-30,Hybrid,EdTech,2024,3,2024-03,13.24,2,7,"React, Angular, Typescript, Css, Graphql, Vue.Js, Html","React, Angular, Typescript, Css, Graphql, Vue.Js, Html"
JOB00537,Full Stack Developer,Accenture,Hyderabad,Lead,3572513.0,"React, AWS, Python, REST APIs, CSS, Node.js",2024-10-15,Yes,IT,2024,10,2024-10,35.73,4,6,"React, Aws, Python, Rest Apis, Css, Node.Js","React, Aws, Python, Rest Apis, Css, Node.Js"
JOB00538,Business Intelligence Analyst,TCS,Noida,Entry,335771.0,"SQL, Power BI, Excel, Data Modeling, Python, Tableau, Business Analysis",2022-07-17,No,E-commerce,2022,7,2022-07,3.36,1,7,"Sql, Power Bi, Excel, Data Modeling, Python, Tableau, Business Analysis","Sql, Power Bi, Excel, Data Modeling, Python, Tableau, Business Analysis"
JOB00539,Software Engineer,Infosys,Kolkata,Senior,2544169.0,"Git, Spring Boot, Docker, REST APIs, Microservices, Agile, SQL",2022-02-06,Yes,E-commerce,2022,2,2022-02,25.44,3,7,"Git, Spring Boot, Docker, Rest Apis, Microservices, Agile, Sql","Git, Spring Boot, Docker, Rest Apis, Microservices, Agile, Sql"
JOB00540,DevOps Engineer,Flipkart,Hyderabad,Senior,2289234.0,"Terraform, Docker, Bash Scripting, AWS, GCP, CI/CD, Kubernetes",2024-10-03,No,Fintech,2024,10,2024-10,22.89,3,7,"Terraform, Docker, Bash Scripting, Aws, GCP, Cicd, Kubernetes","Terraform, Docker, Bash Scripting, Aws, GCP, Cicd, Kubernetes"
JOB00541,Full Stack Developer,IBM India,Ahmedabad,Lead,2729390.0,"CSS, AWS, REST APIs, HTML, Node.js, SQL, Python, JavaScript",2024-03-12,Hybrid,E-commerce,2024,3,2024-03,27.29,4,8,"Css, Aws, Rest Apis, Html, Node.Js, Sql, Python, Javascript","Css, Aws, Rest Apis, Html, Node.Js, Sql, Python, Javascript"
JOB00542,Data Engineer,Microsoft India,Gurgaon,Senior,2096508.0,"Python, dbt, Big Data, Databricks, Hadoop, AWS",2024-01-21,Yes,Fintech,2024,1,2024-01,20.97,3,6,"Python, Dbt, Big Data, Databricks, Hadoop, Aws","Python, Dbt, Big Data, Databricks, Hadoop, Aws"
JOB00543,Frontend Developer,Oracle India,Gurgaon,Lead,2704157.0,"CSS, Webpack, TypeScript, Vue.js, JavaScript, React, HTML",2023-04-26,Yes,Fintech,2023,4,2023-04,27.04,4,7,"Css, Webpack, Typescript, Vue.Js, Javascript, React, Html","Css, Webpack, Typescript, Vue.Js, Javascript, React, Html"
JOB00544,Machine Learning Engineer,Freshworks,Noida,Senior,1740063.0,"PyTorch, Python, Azure, Kubernetes, FastAPI, AWS",2024-05-15,No,Healthcare,2024,5,2024-05,17.4,3,6,"PyTorch, Python, Azure, Kubernetes, Fastapi, Aws","PyTorch, Python, Azure, Kubernetes, Fastapi, Aws"
JOB00545,Data Scientist,Freshworks,Mumbai,Lead,3733102.0,"SQL, Statistics, NumPy, Big Data",2023-10-23,No,IT,2023,10,2023-10,37.33,4,4,"Sql, Statistics, Numpy, Big Data","Sql, Statistics, Numpy, Big Data"
JOB00546,Business Intelligence Analyst,Zomato,Mumbai,Mid,1052287.0,"Statistics, ETL, Tableau, Data Modeling, Power BI, Python, Business Analysis",2023-02-18,Hybrid,Finance,2023,2,2023-02,10.52,2,7,"Statistics, Etl, Tableau, Data Modeling, Power Bi, Python, Business Analysis","Statistics, Etl, Tableau, Data Modeling, Power Bi, Python, Business Analysis"
JOB00547,Backend Developer,IBM India,Mumbai,Senior,1599680.0,"Redis, REST APIs, Django, Java, MongoDB, FastAPI",2023-11-21,Hybrid,EdTech,2023,11,2023-11,16.0,3,6,"Redis, Rest Apis, Django, Java, Mongodb, Fastapi","Redis, Rest Apis, Django, Java, Mongodb, Fastapi"
JOB00548,DevOps Engineer,Capgemini,Kolkata,Lead,2939854.0,"Kubernetes, Bash Scripting, GCP, Ansible, Linux, Azure",2023-10-04,No,Healthcare,2023,10,2023-10,29.4,4,6,"Kubernetes, Bash Scripting, GCP, Ansible, Linux, Azure","Kubernetes, Bash Scripting, GCP, Ansible, Linux, Azure"
JOB00549,Data Engineer,Byju's,Gurgaon,Principal,5400978.0,"Hadoop, Python, ETL, dbt, Snowflake, Spark, Kafka, SQL",2023-07-03,No,EdTech,2023,7,2023-07,54.01,5,8,"Hadoop, Python, Etl, Dbt, Snowflake, Spark, Kafka, Sql","Hadoop, Python, Etl, Dbt, Snowflake, Spark, Kafka, Sql"
JOB00550,Business Intelligence Analyst,Flipkart,Kolkata,Entry,573819.0,"ETL, Python, Tableau, Business Analysis, Statistics",2023-09-07,No,IT,2023,9,2023-09,5.74,1,5,"Etl, Python, Tableau, Business Analysis, Statistics","Etl, Python, Tableau, Business Analysis, Statistics"
JOB00551,AI Engineer,Accenture,Mumbai,Mid,1132472.0,"Computer Vision, PyTorch, Vector Databases, LLMs, OpenAI API, TensorFlow",2024-04-11,Yes,Finance,2024,4,2024-04,11.32,2,6,"Computer Vision, PyTorch, Vector Databases, Llms, Openai Api, TensorFlow","Computer Vision, PyTorch, Vector Databases, Llms, Openai Api, TensorFlow"
JOB00552,Data Scientist,IBM India,Hyderabad,Mid,1025625.0,"R, Pandas, Statistics, Data Visualization, Scikit-learn, Python, TensorFlow",2022-11-23,Yes,Healthcare,2022,11,2022-11,10.26,2,7,"Pandas, Statistics, Data Visualization, Scikitlearn, Python, TensorFlow","Pandas, Statistics, Data Visualization, Scikitlearn, Python, TensorFlow"
JOB00553,Product Manager,Amazon India,Gurgaon,Senior,2654914.0,"Product Strategy, A/B Testing, Roadmapping, Communication, User Research",2022-06-21,No,IT,2022,6,2022-06,26.55,3,5,"Product Strategy, Ab Testing, Roadmapping, Communication, User Research","Product Strategy, Ab Testing, Roadmapping, Communication, User Research"
JOB00554,NLP Engineer,Wipro,Noida,Lead,3262176.0,"SpaCy, TensorFlow, BERT, Python",2024-10-21,Hybrid,EdTech,2024,10,2024-10,32.62,4,4,"Spacy, TensorFlow, Bert, Python","Spacy, TensorFlow, Bert, Python"
JOB00555,Product Manager,Accenture,Kolkata,Principal,4556159.0,"Agile, Data Analysis, SQL, Product Strategy, Scrum, Roadmapping, A/B Testing",2024-03-09,Yes,Finance,2024,3,2024-03,45.56,5,7,"Agile, Data Analysis, Sql, Product Strategy, Scrum, Roadmapping, Ab Testing","Agile, Data Analysis, Sql, Product Strategy, Scrum, Roadmapping, Ab Testing"
JOB00556,Machine Learning Engineer,Microsoft India,Mumbai,Mid,924509.0,"AWS, MLOps, Docker, Deep Learning, Python, REST APIs",2024-12-28,No,EdTech,2024,12,2024-12,9.25,2,6,"Aws, Mlops, Docker, Deep Learning, Python, Rest Apis","Aws, Mlops, Docker, Deep Learning, Python, Rest Apis"
JOB00557,Full Stack Developer,Oracle India,Bangalore,Lead,3931806.0,"SQL, React, MongoDB, AWS, REST APIs",2024-01-24,Hybrid,EdTech,2024,1,2024-01,39.32,4,5,"Sql, React, Mongodb, Aws, Rest Apis","Sql, React, Mongodb, Aws, Rest Apis"
JOB00558,Data Scientist,Wipro,Noida,Entry,662116.0,"PyTorch, Pandas, Statistics, Spark, Scikit-learn",2024-01-14,Yes,E-commerce,2024,1,2024-01,6.62,1,5,"PyTorch, Pandas, Statistics, Spark, Scikitlearn","PyTorch, Pandas, Statistics, Spark, Scikitlearn"
JOB00559,Full Stack Developer,Amazon India,Kolkata,Entry,506032.0,"SQL, Python, Node.js, CSS, HTML, Docker",2024-06-17,Yes,Healthcare,2024,6,2024-06,5.06,1,6,"Sql, Python, Node.Js, Css, Html, Docker","Sql, Python, Node.Js, Css, Html, Docker"
JOB00560,Cybersecurity Analyst,TCS,Delhi NCR,Entry,557788.0,"Incident Response, OWASP, SIEM, Penetration Testing, Network Security, Ethical Hacking, Python",2024-11-02,No,EdTech,2024,11,2024-11,5.58,1,7,"Incident Response, Owasp, Siem, Penetration Testing, Network Security, Ethical Hacking, Python","Incident Response, Owasp, Siem, Penetration Testing, Network Security, Ethical Hacking, Python"
JOB00561,Business Intelligence Analyst,TechCorp India,Kolkata,Principal,4870565.0,"SQL, Statistics, ETL, Business Analysis, Tableau, Excel, Power BI",2022-10-06,Yes,Fintech,2022,10,2022-10,48.71,5,7,"Sql, Statistics, Etl, Business Analysis, Tableau, Excel, Power Bi","Sql, Statistics, Etl, Business Analysis, Tableau, Excel, Power Bi"
JOB00562,Backend Developer,Zoho,Kolkata,Senior,2707559.0,"Java, Node.js, Django, MongoDB",2022-09-24,No,E-commerce,2022,9,2022-09,27.08,3,4,"Java, Node.Js, Django, Mongodb","Java, Node.Js, Django, Mongodb"
JOB00563,DevOps Engineer,Flipkart,Delhi NCR,Mid,973342.0,"Bash Scripting, Linux, CI/CD, GCP, Azure",2022-06-22,Yes,E-commerce,2022,6,2022-06,9.73,2,5,"Bash Scripting, Linux, Cicd, GCP, Azure","Bash Scripting, Linux, Cicd, GCP, Azure"
JOB00564,NLP Engineer,IBM India,Hyderabad,Lead,3696195.0,"Python, Text Processing, BERT, Deep Learning, NLTK",2023-02-11,Yes,E-commerce,2023,2,2023-02,36.96,4,5,"Python, Text Processing, Bert, Deep Learning, Nltk","Python, Text Processing, Bert, Deep Learning, Nltk"
JOB00565,Data Engineer,Flipkart,Ahmedabad,Lead,3759114.0,"Hadoop, Spark, Kafka, dbt, Databricks, Python",2024-12-12,Hybrid,E-commerce,2024,12,2024-12,37.59,4,6,"Hadoop, Spark, Kafka, Dbt, Databricks, Python","Hadoop, Spark, Kafka, Dbt, Databricks, Python"
JOB00566,Machine Learning Engineer,HCL Technologies,Kolkata,Mid,1448225.0,"Scikit-learn, FastAPI, Docker, CI/CD, AWS",2024-02-22,Yes,EdTech,2024,2,2024-02,14.48,2,5,"Scikitlearn, Fastapi, Docker, Cicd, Aws","Scikitlearn, Fastapi, Docker, Cicd, Aws"
JOB00567,Software Engineer,Accenture,Delhi NCR,Senior,1897123.0,"C++, Microservices, Docker, Java, Git, Agile, Python",2024-07-12,Hybrid,Fintech,2024,7,2024-07,18.97,3,7,"C++, Microservices, Docker, Java, Git, Agile, Python","C++, Microservices, Docker, Java, Git, Agile, Python"
JOB00568,AI Engineer,Capgemini,Kolkata,Lead,2679807.0,"OpenAI API, PyTorch, LLMs, Vector Databases",2024-03-25,Hybrid,E-commerce,2024,3,2024-03,26.8,4,4,"Openai Api, PyTorch, Llms, Vector Databases","Openai Api, PyTorch, Llms, Vector Databases"
JOB00569,Business Intelligence Analyst,Zomato,Delhi NCR,Principal,4574688.0,"Tableau, SQL, Python, Power BI",2023-04-26,Hybrid,Fintech,2023,4,2023-04,45.75,5,4,"Tableau, Sql, Python, Power Bi","Tableau, Sql, Python, Power Bi"
JOB00570,Product Manager,HCL Technologies,Noida,Principal,3690890.0,"SQL, Roadmapping, Scrum, Data Analysis",2024-01-30,Yes,EdTech,2024,1,2024-01,36.91,5,4,"Sql, Roadmapping, Scrum, Data Analysis","Sql, Roadmapping, Scrum, Data Analysis"
JOB00571,Data Analyst,Wipro,Delhi NCR,Senior,1856235.0,"Pandas, Statistics, Business Intelligence, Excel, SQL, Python, Tableau, R",2023-06-18,Yes,Finance,2023,6,2023-06,18.56,3,8,"Pandas, Statistics, Business Intelligence, Excel, Sql, Python, Tableau","Pandas, Statistics, Business Intelligence, Excel, Sql, Python, Tableau"
JOB00572,DevOps Engineer,Zomato,Hyderabad,Senior,2256216.0,"GCP, Monitoring, Linux, Bash Scripting, CI/CD, Azure, Kubernetes",2023-10-09,Hybrid,Fintech,2023,10,2023-10,22.56,3,7,"GCP, Monitoring, Linux, Bash Scripting, Cicd, Azure, Kubernetes","GCP, Monitoring, Linux, Bash Scripting, Cicd, Azure, Kubernetes"
JOB00573,AI Engineer,IBM India,Hyderabad,Lead,2611615.0,"PyTorch, Python, NLP, TensorFlow, LangChain",2024-08-21,Hybrid,E-commerce,2024,8,2024-08,26.12,4,5,"PyTorch, Python, NLP, TensorFlow, Langchain","PyTorch, Python, NLP, TensorFlow, Langchain"
JOB00574,Full Stack Developer,Zomato,Mumbai,Entry,559475.0,"AWS, MongoDB, REST APIs, CSS",2024-07-26,Hybrid,Finance,2024,7,2024-07,5.59,1,4,"Aws, Mongodb, Rest Apis, Css","Aws, Mongodb, Rest Apis, Css"
JOB00575,Machine Learning Engineer,Freshworks,Gurgaon,Senior,1696247.0,"REST APIs, Docker, PyTorch, CI/CD, Azure",2023-07-13,Yes,EdTech,2023,7,2023-07,16.96,3,5,"Rest Apis, Docker, PyTorch, Cicd, Azure","Rest Apis, Docker, PyTorch, Cicd, Azure"
JOB00576,Data Scientist,Amazon India,Bangalore,Principal,5894057.0,"Statistics, Machine Learning, TensorFlow, R, Scikit-learn",2022-07-13,No,Fintech,2022,7,2022-07,58.94,5,5,"Statistics, Machine Learning, TensorFlow, Scikitlearn","Statistics, Machine Learning, TensorFlow, Scikitlearn"
JOB00577,AI Engineer,Zomato,Ahmedabad,Entry,506658.0,"Vector Databases, TensorFlow, LLMs, LangChain, Python, OpenAI API",2024-07-31,Hybrid,Healthcare,2024,7,2024-07,5.07,1,6,"Vector Databases, TensorFlow, Llms, Langchain, Python, Openai Api","Vector Databases, TensorFlow, Llms, Langchain, Python, Openai Api"
JOB00578,Data Engineer,Capgemini,Bangalore,Entry,472714.0,"Databricks, Big Data, Snowflake, Kafka",2022-09-22,Hybrid,Healthcare,2022,9,2022-09,4.73,1,4,"Databricks, Big Data, Snowflake, Kafka","Databricks, Big Data, Snowflake, Kafka"
JOB00579,Frontend Developer,Cognizant,Chennai,Entry,689965.0,"GraphQL, TypeScript, React, Angular",2023-06-07,No,IT,2023,6,2023-06,6.9,1,4,"Graphql, Typescript, React, Angular","Graphql, Typescript, React, Angular"
JOB00580,Data Scientist,Zomato,Kolkata,Mid,870855.0,"Data Visualization, Statistics, PyTorch, Scikit-learn, NLP, Deep Learning, Machine Learning",2023-09-04,Hybrid,Healthcare,2023,9,2023-09,8.71,2,7,"Data Visualization, Statistics, PyTorch, Scikitlearn, NLP, Deep Learning, Machine Learning","Data Visualization, Statistics, PyTorch, Scikitlearn, NLP, Deep Learning, Machine Learning"
JOB00581,NLP Engineer,IBM India,Gurgaon,Principal,4050656.0,"NLP, LLMs, BERT, NLTK, SpaCy, Deep Learning",2024-09-02,Hybrid,E-commerce,2024,9,2024-09,40.51,5,6,"NLP, Llms, Bert, Nltk, Spacy, Deep Learning","NLP, Llms, Bert, Nltk, Spacy, Deep Learning"
JOB00582,Machine Learning Engineer,HCL Technologies,Ahmedabad,Lead,3272246.0,"PyTorch, MLOps, Model Deployment, FastAPI, TensorFlow, Python, Kubernetes, Scikit-learn",2023-04-05,Hybrid,Fintech,2023,4,2023-04,32.72,4,8,"PyTorch, Mlops, Model Deployment, Fastapi, TensorFlow, Python, Kubernetes, Scikitlearn","PyTorch, Mlops, Model Deployment, Fastapi, TensorFlow, Python, Kubernetes, Scikitlearn"
JOB00583,AI Engineer,HCL Technologies,Pune,Principal,3852196.0,"OpenAI API, Prompt Engineering, TensorFlow, LangChain, NLP, PyTorch",2022-11-01,Yes,EdTech,2022,11,2022-11,38.52,5,6,"Openai Api, Prompt Engineering, TensorFlow, Langchain, NLP, PyTorch","Openai Api, Prompt Engineering, TensorFlow, Langchain, NLP, PyTorch"
JOB00584,Full Stack Developer,Flipkart,Kolkata,Senior,2692305.0,"REST APIs, Python, JavaScript, HTML",2024-11-11,Yes,E-commerce,2024,11,2024-11,26.92,3,4,"Rest Apis, Python, Javascript, Html","Rest Apis, Python, Javascript, Html"
JOB00585,AI Engineer,Cognizant,Kolkata,Principal,4562754.0,"Computer Vision, TensorFlow, Python, OpenAI API, LLMs, NLP",2023-01-03,Yes,IT,2023,1,2023-01,45.63,5,6,"Computer Vision, TensorFlow, Python, Openai Api, Llms, NLP","Computer Vision, TensorFlow, Python, Openai Api, Llms, NLP"
JOB00586,Full Stack Developer,Zoho,Pune,Senior,2158393.0,"AWS, CSS, SQL, MongoDB, Docker, Python, HTML, REST APIs",2022-06-10,Hybrid,IT,2022,6,2022-06,21.58,3,8,"Aws, Css, Sql, Mongodb, Docker, Python, Html, Rest Apis","Aws, Css, Sql, Mongodb, Docker, Python, Html, Rest Apis"
JOB00587,Full Stack Developer,Swiggy,Kolkata,Principal,3575141.0,"Docker, Python, JavaScript, React",2024-09-04,Hybrid,Fintech,2024,9,2024-09,35.75,5,4,"Docker, Python, Javascript, React","Docker, Python, Javascript, React"
JOB00588,Data Engineer,Wipro,Bangalore,Lead,3135017.0,"Big Data, Kafka, AWS, Airflow, Spark, Snowflake, dbt, Python",2023-01-26,Hybrid,Finance,2023,1,2023-01,31.35,4,8,"Big Data, Kafka, Aws, Airflow, Spark, Snowflake, Dbt, Python","Big Data, Kafka, Aws, Airflow, Spark, Snowflake, Dbt, Python"
JOB00589,Cybersecurity Analyst,HCL Technologies,Ahmedabad,Entry,409696.0,"SIEM, Firewalls, Python, Penetration Testing, Incident Response, Network Security, Ethical Hacking",2024-08-07,No,IT,2024,8,2024-08,4.1,1,7,"Siem, Firewalls, Python, Penetration Testing, Incident Response, Network Security, Ethical Hacking","Siem, Firewalls, Python, Penetration Testing, Incident Response, Network Security, Ethical Hacking"
JOB00590,Machine Learning Engineer,Freshworks,Kolkata,Mid,859826.0,"AWS, REST APIs, Python, FastAPI, Deep Learning, Scikit-learn, Azure",2023-08-27,Yes,Healthcare,2023,8,2023-08,8.6,2,7,"Aws, Rest Apis, Python, Fastapi, Deep Learning, Scikitlearn, Azure","Aws, Rest Apis, Python, Fastapi, Deep Learning, Scikitlearn, Azure"
JOB00591,Data Scientist,Infosys,Ahmedabad,Entry,630516.0,"Statistics, Big Data, R, NLP, NumPy, Scikit-learn, Pandas",2023-08-19,No,E-commerce,2023,8,2023-08,6.31,1,7,"Statistics, Big Data, NLP, Numpy, Scikitlearn, Pandas","Statistics, Big Data, NLP, Numpy, Scikitlearn, Pandas"
JOB00592,Cloud Architect,Byju's,Mumbai,Principal,5546407.0,"AWS, Networking, Cost Optimization, Kubernetes, Terraform",2023-10-09,No,Fintech,2023,10,2023-10,55.46,5,5,"Aws, Networking, Cost Optimization, Kubernetes, Terraform","Aws, Networking, Cost Optimization, Kubernetes, Terraform"
JOB00593,Full Stack Developer,Zomato,Delhi NCR,Lead,2745242.0,"HTML, MongoDB, AWS, Docker, JavaScript, Python, React",2023-01-29,No,Finance,2023,1,2023-01,27.45,4,7,"Html, Mongodb, Aws, Docker, Javascript, Python, React","Html, Mongodb, Aws, Docker, Javascript, Python, React"
JOB00594,Cloud Architect,Microsoft India,Ahmedabad,Mid,1316204.0,"Cost Optimization, Security, GCP, Networking, Microservices, Kubernetes",2024-05-03,Yes,EdTech,2024,5,2024-05,13.16,2,6,"Cost Optimization, Security, GCP, Networking, Microservices, Kubernetes","Cost Optimization, Security, GCP, Networking, Microservices, Kubernetes"
JOB00595,Software Engineer,Zomato,Pune,Senior,1680757.0,"C++, Docker, JavaScript, Agile, Spring Boot, Git, Java",2024-05-01,Yes,Finance,2024,5,2024-05,16.81,3,7,"C++, Docker, Javascript, Agile, Spring Boot, Git, Java","C++, Docker, Javascript, Agile, Spring Boot, Git, Java"
JOB00596,Cloud Architect,Amazon India,Kolkata,Entry,309505.0,"Terraform, Microservices, GCP, Azure, Cost Optimization, AWS",2022-05-11,Yes,EdTech,2022,5,2022-05,3.1,1,6,"Terraform, Microservices, GCP, Azure, Cost Optimization, Aws","Terraform, Microservices, GCP, Azure, Cost Optimization, Aws"
JOB00597,Software Engineer,Byju's,Pune,Entry,594640.0,"SQL, Spring Boot, REST APIs, Git, Microservices",2022-04-06,Yes,Fintech,2022,4,2022-04,5.95,1,5,"Sql, Spring Boot, Rest Apis, Git, Microservices","Sql, Spring Boot, Rest Apis, Git, Microservices"
JOB00598,Cybersecurity Analyst,Zoho,Gurgaon,Principal,3936803.0,"OWASP, Incident Response, Penetration Testing, Network Security",2022-08-05,Yes,EdTech,2022,8,2022-08,39.37,5,4,"Owasp, Incident Response, Penetration Testing, Network Security","Owasp, Incident Response, Penetration Testing, Network Security"
JOB00599,Data Scientist,Swiggy,Noida,Principal,3942126.0,"Scikit-learn, Machine Learning, TensorFlow, SQL, Deep Learning",2023-08-22,No,Fintech,2023,8,2023-08,39.42,5,5,"Scikitlearn, Machine Learning, TensorFlow, Sql, Deep Learning","Scikitlearn, Machine Learning, TensorFlow, Sql, Deep Learning"
JOB00600,Cybersecurity Analyst,TechCorp India,Chennai,Entry,380895.0,"Firewalls, Incident Response, Python, Network Security, OWASP, Penetration Testing",2024-05-01,No,Healthcare,2024,5,2024-05,3.81,1,6,"Firewalls, Incident Response, Python, Network Security, Owasp, Penetration Testing","Firewalls, Incident Response, Python, Network Security, Owasp, Penetration Testing"
JOB00601,Backend Developer,HCL Technologies,Noida,Principal,4218324.0,"FastAPI, Flask, REST APIs, Docker",2023-05-18,No,Finance,2023,5,2023-05,42.18,5,4,"Fastapi, Flask, Rest Apis, Docker","Fastapi, Flask, Rest Apis, Docker"
JOB00602,Data Analyst,TCS,Mumbai,Lead,3366982.0,"Pandas, R, Statistics, SQL, Tableau, Excel, Data Visualization",2024-11-25,No,Healthcare,2024,11,2024-11,33.67,4,7,"Pandas, Statistics, Sql, Tableau, Excel, Data Visualization","Pandas, Statistics, Sql, Tableau, Excel, Data Visualization"
JOB00603,Full Stack Developer,Oracle India,Kolkata,Mid,1155157.0,"Docker, JavaScript, React, HTML",2024-11-30,No,Fintech,2024,11,2024-11,11.55,2,4,"Docker, Javascript, React, Html","Docker, Javascript, React, Html"
JOB00604,Business Intelligence Analyst,Swiggy,Chennai,Principal,4776423.0,"ETL, SQL, Business Analysis, Power BI, Data Modeling, Tableau",2024-04-07,Hybrid,EdTech,2024,4,2024-04,47.76,5,6,"Etl, Sql, Business Analysis, Power Bi, Data Modeling, Tableau","Etl, Sql, Business Analysis, Power Bi, Data Modeling, Tableau"
JOB00605,Product Manager,HCL Technologies,Noida,Principal,5354485.0,"Roadmapping, Data Analysis, Scrum, Product Strategy, User Research, Communication",2024-03-09,Hybrid,Healthcare,2024,3,2024-03,53.54,5,6,"Roadmapping, Data Analysis, Scrum, Product Strategy, User Research, Communication","Roadmapping, Data Analysis, Scrum, Product Strategy, User Research, Communication"
JOB00606,Software Engineer,Oracle India,Kolkata,Entry,568263.0,"Spring Boot, Git, REST APIs, C++, Java, Microservices, Docker, SQL",2023-05-10,Hybrid,IT,2023,5,2023-05,5.68,1,8,"Spring Boot, Git, Rest Apis, C++, Java, Microservices, Docker, Sql","Spring Boot, Git, Rest Apis, C++, Java, Microservices, Docker, Sql"
JOB00607,Business Intelligence Analyst,Freshworks,Bangalore,Entry,495548.0,"Statistics, ETL, SQL, Business Analysis, Python, Excel",2023-09-03,No,Healthcare,2023,9,2023-09,4.96,1,6,"Statistics, Etl, Sql, Business Analysis, Python, Excel","Statistics, Etl, Sql, Business Analysis, Python, Excel"
JOB00608,Software Engineer,Paytm,Chennai,Principal,5872286.0,"Agile, JavaScript, REST APIs, Spring Boot, C++, Git, SQL, Python",2024-02-13,Yes,Healthcare,2024,2,2024-02,58.72,5,8,"Agile, Javascript, Rest Apis, Spring Boot, C++, Git, Sql, Python","Agile, Javascript, Rest Apis, Spring Boot, C++, Git, Sql, Python"
JOB00609,Cloud Architect,TCS,Bangalore,Principal,4307635.0,"Security, Azure, GCP, Microservices, Kubernetes, Docker",2022-06-17,No,Finance,2022,6,2022-06,43.08,5,6,"Security, Azure, GCP, Microservices, Kubernetes, Docker","Security, Azure, GCP, Microservices, Kubernetes, Docker"
JOB00610,DevOps Engineer,Google India,Pune,Mid,1167836.0,"CI/CD, Bash Scripting, Ansible, Jenkins",2024-11-28,Hybrid,E-commerce,2024,11,2024-11,11.68,2,4,"Cicd, Bash Scripting, Ansible, Jenkins","Cicd, Bash Scripting, Ansible, Jenkins"
JOB00611,AI Engineer,Paytm,Noida,Lead,3422914.0,"Prompt Engineering, PyTorch, LangChain, Computer Vision, TensorFlow, NLP, Vector Databases",2022-09-22,Yes,Fintech,2022,9,2022-09,34.23,4,7,"Prompt Engineering, PyTorch, Langchain, Computer Vision, TensorFlow, NLP, Vector Databases","Prompt Engineering, PyTorch, Langchain, Computer Vision, TensorFlow, NLP, Vector Databases"
JOB00612,Software Engineer,Wipro,Mumbai,Lead,3492698.0,"C++, Git, REST APIs, Python",2024-04-16,No,EdTech,2024,4,2024-04,34.93,4,4,"C++, Git, Rest Apis, Python","C++, Git, Rest Apis, Python"
JOB00613,Backend Developer,Zomato,Bangalore,Entry,574085.0,"Java, Flask, FastAPI, Docker, Redis",2023-08-26,Yes,Finance,2023,8,2023-08,5.74,1,5,"Java, Flask, Fastapi, Docker, Redis","Java, Flask, Fastapi, Docker, Redis"
JOB00614,Product Manager,TechCorp India,Mumbai,Principal,5268976.0,"SQL, Communication, Agile, Roadmapping",2024-09-28,Hybrid,Healthcare,2024,9,2024-09,52.69,5,4,"Sql, Communication, Agile, Roadmapping","Sql, Communication, Agile, Roadmapping"
JOB00615,Machine Learning Engineer,HCL Technologies,Noida,Entry,518929.0,"Deep Learning, Docker, REST APIs, AWS, Kubernetes, MLOps, Model Deployment",2022-09-29,Hybrid,E-commerce,2022,9,2022-09,5.19,1,7,"Deep Learning, Docker, Rest Apis, Aws, Kubernetes, Mlops, Model Deployment","Deep Learning, Docker, Rest Apis, Aws, Kubernetes, Mlops, Model Deployment"
JOB00616,Product Manager,Google India,Delhi NCR,Lead,3899263.0,"Scrum, User Research, Product Strategy, SQL, A/B Testing, Data Analysis, Agile",2023-04-22,Hybrid,IT,2023,4,2023-04,38.99,4,7,"Scrum, User Research, Product Strategy, Sql, Ab Testing, Data Analysis, Agile","Scrum, User Research, Product Strategy, Sql, Ab Testing, Data Analysis, Agile"
JOB00617,AI Engineer,Byju's,Mumbai,Lead,3081697.0,"PyTorch, Python, Computer Vision, OpenAI API",2022-09-11,Yes,EdTech,2022,9,2022-09,30.82,4,4,"PyTorch, Python, Computer Vision, Openai Api","PyTorch, Python, Computer Vision, Openai Api"
JOB00618,Cloud Architect,Capgemini,Chennai,Principal,3721771.0,"Networking, Kubernetes, Security, Terraform, AWS, Microservices, Azure, Docker",2023-07-18,Hybrid,EdTech,2023,7,2023-07,37.22,5,8,"Networking, Kubernetes, Security, Terraform, Aws, Microservices, Azure, Docker","Networking, Kubernetes, Security, Terraform, Aws, Microservices, Azure, Docker"
JOB00619,DevOps Engineer,Cognizant,Kolkata,Entry,579730.0,"CI/CD, Jenkins, Linux, Docker, Terraform, Bash Scripting, Ansible, AWS",2024-06-14,Yes,EdTech,2024,6,2024-06,5.8,1,8,"Cicd, Jenkins, Linux, Docker, Terraform, Bash Scripting, Ansible, Aws","Cicd, Jenkins, Linux, Docker, Terraform, Bash Scripting, Ansible, Aws"
JOB00620,Frontend Developer,Cognizant,Pune,Lead,3039340.0,"React, Webpack, Vue.js, Redux",2022-10-22,Yes,Finance,2022,10,2022-10,30.39,4,4,"React, Webpack, Vue.Js, Redux","React, Webpack, Vue.Js, Redux"
