job_id,job_title,company,location,experience_level,salary_inr,skills_required,date_posted,remote,industry
JOB00340,Cloud Architect,Freshworks,Noida,Senior,2313890,"Security, AWS, Networking, Microservices, GCP, Cost Optimization, Docker",2023-06-24,Hybrid,Finance
JOB00341,Full Stack Developer,Microsoft India,Ahmedabad,Lead,3266082,"CSS, Python, REST APIs, SQL, Node.js, HTML, AWS, Docker",2023-12-24,No,EdTech
JOB00342,Data Scientist,Cognizant,Hyderabad,Principal,4082875,"Deep Learning, TensorFlow, Machine Learning, Pandas, Scikit-learn, PyTorch, Big Data",2022-11-04,No,EdTech
JOB00343,Business Intelligence Analyst,Zomato,Chennai,Entry,646611,"Business Analysis, ETL, Python, SQL, Excel",2024-09-07,Hybrid,Finance
JOB00344,AI Engineer,Infosys,Gurgaon,Lead,2547072,"Python, PyTorch, LangChain, TensorFlow, LLMs",2024-11-15,Yes,IT
JOB00345,Data Analyst,Accenture,Kolkata,Senior,1877566,"Data Visualization, SQL, Power BI, R, Excel, Tableau, Pandas, Statistics",2022-12-16,Hybrid,Finance
JOB00346,Product Manager,Google India,Kolkata,Principal,4262877,"Communication, SQL, Agile, User Research, Scrum, Data Analysis, A/B Testing, Product Strategy",2023-04-16,Yes,IT
JOB00347,Data Scientist,Paytm,Mumbai,Mid,1248102,"Scikit-learn, Statistics, Deep Learning, NumPy, Machine Learning, Data Visualization, R, Python",2024-12-24,Yes,E-commerce
JOB00348,AI Engineer,Google India,Delhi NCR,Mid,1332789,"Python, Prompt Engineering, LangChain, PyTorch, Vector Databases, Computer Vision, NLP, LLMs",2024-09-14,Hybrid,Fintech
JOB00349,NLP Engineer,IBM India,Chennai,Principal,3909854,"TensorFlow, Transformers, NLTK, SpaCy, NLP, Python, Text Processing",2024-04-16,Yes,Fintech
JOB00350,Business Intelligence Analyst,HCL Technologies,Kolkata,Entry,603031,"Tableau, SQL, Excel, ETL, Statistics, Power BI, Data Modeling, Business Analysis",2022-08-07,Hybrid,EdTech
JOB00351,Backend Developer,Byju's,Noida,Senior,2624293,"Redis, Flask, AWS, FastAPI, REST APIs, SQL, Java",2024-04-26,No,Finance
JOB00352,Frontend Developer,Accenture,Ahmedabad,Principal,5827466,"HTML, Webpack, CSS, TypeScript, Redux, Angular, React",2022-09-01,Hybrid,Finance
JOB00353,Machine Learning Engineer,TCS,Hyderabad,Mid,1233036,"FastAPI, Kubernetes, Azure, Deep Learning, Python, PyTorch, MLOps",2022-01-11,No,EdTech
JOB00354,Full Stack Developer,Zoho,Noida,Entry,333596,"Node.js, MongoDB, Python, JavaScript, HTML, CSS",2024-03-31,No,Fintech
JOB00355,Data Engineer,Paytm,Chennai,Entry,391892,"Snowflake, Python, SQL, ETL, Airflow, Spark, Databricks",2024-11-11,Hybrid,Finance
JOB00356,AI Engineer,Google India,Kolkata,Entry,488607,"Python, PyTorch, TensorFlow, LangChain, NLP",2023-12-25,Hybrid,Finance
JOB00357,Cloud Architect,Microsoft India,Pune,Entry,686361,"Azure, Networking, Terraform, Microservices",2023-12-14,Yes,EdTech
JOB00358,Software Engineer,Oracle India,Delhi NCR,Lead,3347158,"Java, Spring Boot, C++, Microservices, Agile, Docker, SQL, REST APIs",2024-10-27,Yes,EdTech
JOB00359,Backend Developer,Swiggy,Ahmedabad,Principal,5911279,"AWS, SQL, REST APIs, Docker, Django, Redis",2023-11-27,Hybrid,IT
JOB00360,DevOps Engineer,Flipkart,Delhi NCR,Entry,435171,"Jenkins, Bash Scripting, Azure, Linux",2023-10-09,Hybrid,EdTech
JOB00361,Data Scientist,Zomato,Delhi NCR,Senior,2020633,"Machine Learning, Statistics, Scikit-learn, NLP, SQL, Spark",2023-01-01,No,Finance
JOB00362,NLP Engineer,IBM India,Chennai,Principal,4628585,"BERT, NLTK, Text Processing, NLP, LLMs",2023-05-11,Yes,Finance
JOB00363,Cybersecurity Analyst,Zoho,Bangalore,Mid,1348645,"SIEM, Incident Response, Network Security, Firewalls, Ethical Hacking, OWASP",2024-10-05,Hybrid,IT
JOB00364,Cybersecurity Analyst,Freshworks,Hyderabad,Lead,3278455,"Firewalls, Penetration Testing, Ethical Hacking, SIEM, Incident Response, Network Security, Python, OWASP",2023-03-31,Yes,EdTech
JOB00365,Product Manager,TechCorp India,Bangalore,Lead,3503109,"Product Strategy, User Research, Data Analysis, A/B Testing, Agile, Roadmapping, Communication, SQL",2023-10-09,Hybrid,Finance
JOB00366,Full Stack Developer,IBM India,Ahmedabad,Principal,3922567,"MongoDB, HTML, SQL, React, REST APIs, AWS",2023-05-01,Hybrid,Healthcare
JOB00367,Frontend Developer,Freshworks,Hyderabad,Mid,1222998,"Angular, TypeScript, CSS, Vue.js, Webpack, GraphQL, Redux",2023-01-04,Hybrid,Fintech
JOB00368,Software Engineer,Zomato,Bangalore,Entry,677914,"JavaScript, Git, Microservices, Agile, Python, SQL",2022-11-03,Yes,E-commerce
JOB00369,DevOps Engineer,Wipro,Hyderabad,Mid,1361286,"Ansible, CI/CD, Terraform, GCP, Monitoring, Linux, Jenkins, Docker",2024-03-26,Yes,Finance
JOB00370,Cybersecurity Analyst,Microsoft India,Noida,Senior,2499375,"OWASP, Firewalls, SIEM, Incident Response",2024-01-10,Hybrid,Healthcare
JOB00371,Frontend Developer,Microsoft India,Delhi NCR,Entry,515881,"CSS, Angular, Vue.js, TypeScript",2023-08-06,Hybrid,EdTech
JOB00372,DevOps Engineer,Zoho,Gurgaon,Lead,2664432,"Linux, GCP, Terraform, AWS, Ansible, CI/CD, Monitoring",2024-05-13,No,IT
JOB00373,Machine Learning Engineer,IBM India,Ahmedabad,Mid,1060317,"Kubernetes, REST APIs, Model Deployment, Docker, CI/CD",2024-03-20,No,Fintech
JOB00374,Data Engineer,Capgemini,Hyderabad,Principal,5388647,"Hadoop, dbt, Python, Databricks, SQL, Kafka, ETL",2022-06-13,No,IT
JOB00375,Machine Learning Engineer,TCS,Kolkata,Entry,548085,"Python, REST APIs, MLOps, Azure, TensorFlow, Deep Learning, Docker, AWS",2022-11-15,No,Finance
JOB00376,Software Engineer,Amazon India,Ahmedabad,Senior,2429374,"C++, Git, Docker, Java, SQL",2024-01-01,No,EdTech
JOB00377,NLP Engineer,Byju's,Pune,Senior,2650382,"TensorFlow, Deep Learning, Text Processing, Transformers, SpaCy, BERT, LLMs",2024-12-08,No,E-commerce
JOB00378,Cloud Architect,Paytm,Hyderabad,Mid,793904,"Terraform, Microservices, Docker, GCP, Azure, Security, AWS",2022-01-01,No,Healthcare
JOB00379,DevOps Engineer,Byju's,Delhi NCR,Principal,3534884,"Terraform, GCP, Docker, Jenkins, Bash Scripting, Monitoring, Kubernetes",2022-01-15,Yes,E-commerce
JOB00380,NLP Engineer,Flipkart,Chennai,Principal,5333356,"BERT, TensorFlow, SpaCy, NLTK, Text Processing, NLP, Deep Learning",2022-06-12,Hybrid,EdTech
JOB00381,Product Manager,Zoho,Ahmedabad,Senior,2097010,"SQL, Roadmapping, Agile, Product Strategy, A/B Testing, Communication, Data Analysis, User Research",2024-07-21,No,Fintech
JOB00382,Data Engineer,Oracle India,Pune,Lead,2893823,"Python, Hadoop, dbt, ETL, Big Data, Spark",2022-07-29,Yes,Fintech
JOB00383,DevOps Engineer,Flipkart,Pune,Entry,422059,"AWS, Docker, Terraform, Azure",2023-12-02,No,Healthcare
JOB00384,DevOps Engineer,Byju's,Ahmedabad,Entry,473145,"AWS, Docker, GCP, Jenkins",2022-05-27,Yes,Finance
JOB00385,NLP Engineer,Accenture,Bangalore,Senior,2300225,"NLP, BERT, SpaCy, NLTK",2024-06-26,Yes,E-commerce
JOB00386,Business Intelligence Analyst,Infosys,Noida,Entry,573226,"Python, Business Analysis, ETL, Power BI, Statistics",2022-11-21,Hybrid,IT
JOB00387,Backend Developer,Amazon India,Bangalore,Lead,3839073,"Django, Flask, Python, AWS, Java, SQL",2024-06-08,Yes,Healthcare
JOB00388,Data Engineer,TCS,Chennai,Entry,507517,"Python, dbt, Big Data, Snowflake, Hadoop",2024-01-31,Yes,E-commerce
JOB00389,Machine Learning Engineer,HCL Technologies,Ahmedabad,Principal,4919445,"Python, Kubernetes, Model Deployment, PyTorch",2022-08-08,Yes,Healthcare
JOB00390,Cloud Architect,Infosys,Ahmedabad,Senior,2420060,"AWS, Docker, Microservices, Security, Azure",2023-05-29,Hybrid,E-commerce
JOB00391,Cloud Architect,TCS,Noida,Senior,2638195,"Kubernetes, GCP, Microservices, Networking, Security, Cost Optimization, Docker",2022-11-25,Yes,E-commerce
JOB00392,Backend Developer,Zoho,Chennai,Senior,2635830,"SQL, Python, MongoDB, REST APIs, Node.js, Docker",2024-01-16,No,Fintech
JOB00393,Machine Learning Engineer,Amazon India,Kolkata,Principal,5125254,"Azure, Model Deployment, AWS, REST APIs, PyTorch",2023-08-03,Hybrid,Healthcare
JOB00394,Machine Learning Engineer,Wipro,Ahmedabad,Entry,574307,"Python, PyTorch, FastAPI, REST APIs",2023-02-18,Yes,IT
JOB00395,Data Scientist,Zoho,Mumbai,Principal,5129901,"Pandas, NumPy, NLP, Big Data, PyTorch, Python, SQL",2023-03-29,Yes,Finance
JOB00396,AI Engineer,Infosys,Mumbai,Lead,2667681,"Python, LLMs, Prompt Engineering, OpenAI API, PyTorch, Vector Databases, LangChain",2024-12-19,No,IT
JOB00397,Software Engineer,Paytm,Chennai,Principal,3907347,"JavaScript, Git, Microservices, Docker",2023-01-31,Hybrid,Fintech
JOB00398,Data Analyst,Cognizant,Noida,Principal,5841015,"Excel, Statistics, Pandas, R, Data Visualization, Tableau, SQL",2022-12-08,No,EdTech
JOB00399,Frontend Developer,Amazon India,Gurgaon,Mid,1259835,"Redux, CSS, GraphQL, HTML, Vue.js, Webpack, Angular, TypeScript",2024-05-31,Yes,EdTech
JOB00400,Cloud Architect,Paytm,Hyderabad,Mid,1093282,"Terraform, Microservices, Security, Kubernetes, Docker, AWS, Cost Optimization, Azure",2022-02-03,No,IT
JOB00401,Backend Developer,Swiggy,Delhi NCR,Mid,925258,"Python, FastAPI, MongoDB, Redis, Node.js, AWS",2022-03-19,Yes,Finance
JOB00402,Backend Developer,TCS,Delhi NCR,Senior,2720869,"Django, FastAPI, Docker, Java, REST APIs",2023-03-22,No,Finance
JOB00403,DevOps Engineer,Flipkart,Kolkata,Principal,3899985,"Bash Scripting, GCP, Docker, Jenkins, Kubernetes, Ansible, Linux, AWS",2023-12-14,Yes,Finance
JOB00404,Business Intelligence Analyst,Accenture,Hyderabad,Principal,3547959,"SQL, Data Modeling, Python, Statistics, Power BI, Tableau, Excel",2024-10-25,Yes,Fintech
JOB00405,Business Intelligence Analyst,TCS,Ahmedabad,Lead,3434524,"Statistics, Tableau, Python, Excel, Power BI, ETL, SQL, Data Modeling",2023-11-20,Hybrid,Fintech
JOB00406,Data Scientist,Byju's,Chennai,Principal,5174329,"Machine Learning, Statistics, Pandas, Big Data, Deep Learning, Scikit-learn",2024-09-11,No,E-commerce
JOB00407,AI Engineer,Wipro,Kolkata,Principal,4322500,"Vector Databases, LangChain, NLP, TensorFlow, Python, PyTorch, OpenAI API, Prompt Engineering",2022-07-03,No,Healthcare
JOB00408,Frontend Developer,Zoho,Hyderabad,Mid,1036318,"Webpack, JavaScript, HTML, React, Vue.js, Redux",2024-06-24,No,IT
JOB00409,NLP Engineer,Oracle India,Bangalore,Mid,909385,"TensorFlow, NLP, Deep Learning, LLMs, Python, NLTK",2022-10-30,No,Fintech
JOB00410,Product Manager,IBM India,Noida,Entry,459969,"A/B Testing, Product Strategy, Scrum, Agile, SQL, User Research, Communication",2024-12-07,No,EdTech
JOB00411,Business Intelligence Analyst,Oracle India,Chennai,Mid,1428834,"Business Analysis, SQL, Power BI, Tableau",2022-05-04,Hybrid,EdTech
JOB00412,Backend Developer,TechCorp India,Pune,Entry,543773,"Java, REST APIs, FastAPI, Flask",2022-08-09,Hybrid,E-commerce
JOB00413,Software Engineer,Capgemini,Noida,Lead,3566486,"REST APIs, SQL, Git, Python",2023-01-17,No,EdTech
JOB00414,NLP Engineer,TechCorp India,Delhi NCR,Entry,320841,"Deep Learning, Transformers, LLMs, BERT, SpaCy",2022-11-18,Hybrid,Healthcare
JOB00415,Frontend Developer,Amazon India,Kolkata,Senior,1995357,"HTML, JavaScript, Webpack, Angular, GraphQL, Redux, Vue.js, CSS",2022-11-07,Hybrid,Finance
JOB00416,Machine Learning Engineer,Zoho,Delhi NCR,Lead,3592024,"REST APIs, Model Deployment, FastAPI, Scikit-learn, MLOps, CI/CD, PyTorch, Azure",2023-10-02,No,EdTech
JOB00417,Data Analyst,Paytm,Hyderabad,Mid,1384167,"Business Intelligence, R, Tableau, Data Visualization, Excel",2023-09-25,No,Finance
JOB00418,AI Engineer,Amazon India,Kolkata,Principal,4162901,"TensorFlow, LangChain, Vector Databases, OpenAI API, PyTorch, Prompt Engineering",2022-03-02,No,Healthcare
JOB00419,DevOps Engineer,Zoho,Chennai,Senior,1818677,"Kubernetes, AWS, Bash Scripting, Docker, GCP",2023-04-18,Yes,Fintech
JOB00420,Data Scientist,Zomato,Ahmedabad,Senior,1666672,"Deep Learning, Pandas, NumPy, R, Scikit-learn, SQL, Spark",2024-03-04,Yes,Finance
JOB00421,Software Engineer,TCS,Hyderabad,Mid,733795,"Java, Spring Boot, Microservices, JavaScript, REST APIs, Git, Python",2023-02-23,No,EdTech
JOB00422,DevOps Engineer,Zoho,Gurgaon,Senior,2459541,"Jenkins, Monitoring, Docker, Bash Scripting, CI/CD",2024-03-18,Hybrid,EdTech
JOB00423,Cloud Architect,Byju's,Kolkata,Entry,572970,"Security, Cost Optimization, AWS, Azure",2024-11-28,Hybrid,IT
JOB00424,Cloud Architect,Oracle India,Ahmedabad,Lead,3582396,"Kubernetes, Terraform, Security, Cost Optimization",2023-09-16,Yes,E-commerce
JOB00425,Backend Developer,Google India,Kolkata,Principal,3728785,"Node.js, SQL, Docker, Java, MongoDB, Redis, FastAPI, Flask",2022-10-05,No,E-commerce
JOB00426,Data Scientist,TCS,Mumbai,Mid,1175718,"Spark, NLP, TensorFlow, R, Machine Learning, PyTorch, SQL, Deep Learning",2022-09-11,Hybrid,E-commerce
JOB00427,AI Engineer,Freshworks,Hyderabad,Senior,1678900,"Prompt Engineering, LangChain, PyTorch, NLP, Computer Vision, Vector Databases, Python, LLMs",2023-11-18,Yes,Finance
JOB00428,Data Analyst,Capgemini,Bangalore,Entry,519981,"Power BI, Pandas, Business Intelligence, Statistics, Excel, SQL",2022-09-27,Hybrid,Healthcare
JOB00429,Data Scientist,Swiggy,Kolkata,Lead,3543600,"Pandas, Data Visualization, Python, NumPy, R, TensorFlow, NLP",2024-09-01,No,IT
JOB00430,Data Engineer,Cognizant,Hyderabad,Principal,3527569,"ETL, Airflow, Big Data, dbt, SQL",2022-04-11,Yes,Fintech
JOB00431,Frontend Developer,Wipro,Kolkata,Entry,376218,"Webpack, HTML, CSS, JavaScript",2022-04-11,Yes,Finance
JOB00432,AI Engineer,Oracle India,Delhi NCR,Senior,2781548,"Vector Databases, LangChain, PyTorch, NLP, LLMs, Computer Vision, OpenAI API, Python",2022-07-10,No,E-commerce
JOB00433,Cybersecurity Analyst,Paytm,Kolkata,Entry,697642,"Python, SIEM, Penetration Testing, OWASP, Network Security, Incident Response, Ethical Hacking",2023-11-06,Hybrid,Finance
JOB00434,Business Intelligence Analyst,Flipkart,Gurgaon,Mid,1341784,"Tableau, Statistics, Excel, ETL",2023-08-12,No,Healthcare
JOB00435,Cloud Architect,Oracle India,Chennai,Principal,4984168,"Cost Optimization, Security, Networking, Kubernetes, Azure",2023-04-22,Yes,IT
JOB00436,Data Scientist,Flipkart,Bangalore,Lead,3811686,"NLP, Big Data, TensorFlow, NumPy",2024-04-29,No,Healthcare
JOB00437,Cloud Architect,Byju's,Delhi NCR,Mid,711846,"Terraform, Cost Optimization, Azure, GCP, Docker",2024-11-03,Yes,IT
JOB00438,AI Engineer,Infosys,Hyderabad,Senior,2215887,"Vector Databases, Python, PyTorch, TensorFlow, OpenAI API, LLMs, NLP",2024-08-29,No,Finance
JOB00439,AI Engineer,Byju's,Noida,Lead,3626102,"OpenAI API, Prompt Engineering, Python, LangChain, Computer Vision, PyTorch",2023-10-09,Yes,Finance
JOB00440,Data Engineer,Byju's,Hyderabad,Senior,2241543,"Hadoop, Airflow, Python, Kafka",2024-02-08,Hybrid,EdTech
JOB00441,Full Stack Developer,TCS,Ahmedabad,Mid,1324103,"SQL, MongoDB, JavaScript, CSS",2024-04-27,Yes,Healthcare
JOB00442,DevOps Engineer,Paytm,Bangalore,Senior,1953278,"GCP, AWS, Kubernetes, CI/CD, Docker, Jenkins, Linux, Terraform",2024-06-27,No,EdTech
JOB00443,Data Analyst,Infosys,Ahmedabad,Mid,1056637,"R, Power BI, Statistics, Excel, SQL, Business Intelligence, Data Visualization",2023-02-25,No,Fintech
JOB00444,Cybersecurity Analyst,Amazon India,Ahmedabad,Principal,3985851,"Ethical Hacking, Network Security, Firewalls, OWASP",2022-06-28,Yes,IT
JOB00445,Cloud Architect,Swiggy,Mumbai,Senior,1547144,"Terraform, Kubernetes, Microservices, Azure, Docker, GCP, Cost Optimization, Networking",2023-10-16,No,Finance
JOB00446,Data Analyst,Byju's,Delhi NCR,Senior,1740040,"Business Intelligence, R, Excel, Pandas",2023-12-19,No,Finance
JOB00447,Business Intelligence Analyst,Infosys,Hyderabad,Senior,2703939,"Power BI, Tableau, Statistics, Data Modeling, Business Analysis",2024-06-27,Yes,E-commerce
JOB00448,NLP Engineer,Oracle India,Delhi NCR,Entry,355536,"Python, NLP, SpaCy, BERT, Deep Learning, Transformers, NLTK",2023-12-30,Yes,Fintech
JOB00449,Product Manager,Swiggy,Ahmedabad,Principal,3829444,"Scrum, Agile, Roadmapping, User Research, Data Analysis, Product Strategy, A/B Testing",2023-09-28,Yes,Finance
JOB00450,Data Analyst,TechCorp India,Mumbai,Principal,4582351,"Data Visualization, Python, Statistics, Business Intelligence, R, Tableau",2024-09-25,No,IT
JOB00451,Frontend Developer,Wipro,Delhi NCR,Lead,3467293,"HTML, CSS, Vue.js, Webpack, JavaScript",2024-04-10,Hybrid,Fintech
JOB00452,Machine Learning Engineer,Google India,Mumbai,Senior,2617248,"MLOps, Deep Learning, REST APIs, Scikit-learn, FastAPI, Model Deployment, PyTorch",2024-09-14,No,Finance
JOB00453,Cybersecurity Analyst,Wipro,Gurgaon,Principal,5308367,"Firewalls, Ethical Hacking, OWASP, Python, Incident Response, SIEM, Network Security",2024-09-23,Hybrid,E-commerce
JOB00454,Frontend Developer,Zomato,Bangalore,Principal,3909590,"Vue.js, HTML, TypeScript, JavaScript, GraphQL, Redux, Angular",2023-11-02,Yes,Finance
JOB00455,Cybersecurity Analyst,Oracle India,Kolkata,Mid,1308979,"SIEM, Firewalls, Python, Penetration Testing",2024-12-24,Hybrid,EdTech
JOB00456,DevOps Engineer,Zoho,Noida,Mid,915651,"GCP, Linux, Monitoring, Jenkins, CI/CD, Docker",2022-01-17,No,Finance
JOB00457,Cybersecurity Analyst,TechCorp India,Chennai,Senior,1630884,"Network Security, OWASP, Firewalls, Ethical Hacking, SIEM, Incident Response",2023-08-01,No,Fintech
JOB00458,Data Engineer,Cognizant,Ahmedabad,Lead,3811169,"dbt, AWS, Databricks, Big Data, ETL, Airflow",2023-03-09,Yes,Finance
JOB00459,Cloud Architect,Zomato,Kolkata,Lead,3255578,"GCP, Terraform, Cost Optimization, Azure, AWS, Microservices, Networking",2022-10-22,Yes,IT
JOB00460,Data Analyst,Accenture,Hyderabad,Lead,3456361,"Data Visualization, Python, Pandas, Power BI, Tableau, Business Intelligence, Statistics, Excel",2023-12-29,No,EdTech
JOB00461,Data Scientist,Infosys,Bangalore,Principal,5589421,"NLP, Pandas, PyTorch, Statistics, Big Data",2024-01-22,Hybrid,E-commerce
JOB00462,Business Intelligence Analyst,Zoho,Mumbai,Senior,1737322,"Python, Tableau, Statistics, ETL, Data Modeling, Power BI, Business Analysis, SQL",2024-12-07,Yes,E-commerce
JOB00463,AI Engineer,Zomato,Gurgaon,Entry,658651,"Vector Databases, Computer Vision, Python, PyTorch, LangChain, OpenAI API, NLP, TensorFlow",2024-11-15,Hybrid,Healthcare
JOB00464,Full Stack Developer,Freshworks,Hyderabad,Senior,2117858,"React, JavaScript, SQL, REST APIs, HTML, MongoDB",2024-08-27,Hybrid,IT
JOB00465,AI Engineer,HCL Technologies,Gurgaon,Senior,1557248,"OpenAI API, TensorFlow, PyTorch, Computer Vision, Python, Vector Databases",2023-06-01,No,Healthcare
JOB00466,Cybersecurity Analyst,Microsoft India,Hyderabad,Senior,1529785,"SIEM, Ethical Hacking, Firewalls, Python",2024-07-03,No,Fintech
JOB00467,Software Engineer,Accenture,Ahmedabad,Lead,2879184,"Java, REST APIs, Python, C++, Spring Boot, Git, JavaScript, Microservices",2024-02-24,Hybrid,Fintech
JOB00468,Data Analyst,Zomato,Pune,Mid,1305822,"SQL, Power BI, Excel, Business Intelligence, Pandas, Tableau",2024-03-27,No,Fintech
JOB00469,Product Manager,Swiggy,Kolkata,Principal,4480046,"Roadmapping, A/B Testing, Scrum, Agile, SQL, Data Analysis, Product Strategy",2023-08-15,Hybrid,Healthcare
JOB00470,Cloud Architect,Swiggy,Chennai,Entry,351046,"Microservices, Docker, Terraform, GCP, Networking, Cost Optimization, AWS, Azure",2024-03-12,Hybrid,Fintech
JOB00471,Data Engineer,TCS,Bangalore,Mid,1245209,"Databricks, Hadoop, Kafka, ETL, Python, Big Data",2022-01-18,No,IT
JOB00472,Cloud Architect,Infosys,Gurgaon,Entry,659399,"Microservices, Kubernetes, Terraform, GCP, Azure, AWS, Security",2022-07-08,Hybrid,Finance
JOB00473,Data Engineer,Wipro,Hyderabad,Entry,671235,"Spark, Big Data, Hadoop, AWS",2023-01-14,No,Healthcare
JOB00474,DevOps Engineer,Infosys,Kolkata,Entry,634904,"GCP, Jenkins, CI/CD, Monitoring, AWS, Bash Scripting, Docker",2023-07-22,No,Healthcare
JOB00475,Data Scientist,Cognizant,Ahmedabad,Senior,2055042,"R, Machine Learning, Spark, TensorFlow, NumPy",2024-03-15,Yes,Finance
JOB00476,Cloud Architect,Swiggy,Bangalore,Lead,2957989,"Azure, Security, Terraform, AWS, Docker, Microservices, Networking, GCP",2023-05-29,No,Finance
JOB00477,AI Engineer,Flipkart,Kolkata,Entry,319836,"Computer Vision, PyTorch, LLMs, NLP, Vector Databases, Python, Prompt Engineering",2024-09-06,Hybrid,IT
JOB00478,Cloud Architect,TCS,Delhi NCR,Mid,703468,"Security, Azure, Microservices, GCP, Cost Optimization, Docker, Kubernetes",2022-04-24,Hybrid,Healthcare
JOB00479,Machine Learning Engineer,Google India,Mumbai,Lead,3108087,"PyTorch, Azure, Python, MLOps, Scikit-learn",2023-09-05,Hybrid,Fintech
JOB00480,Frontend Developer,Google India,Mumbai,Lead,2677969,"Angular, Vue.js, JavaScript, React, Redux, HTML, TypeScript",2024-09-28,Hybrid,Fintech
JOB00481,Backend Developer,Google India,Mumbai,Lead,3619753,"Python, AWS, Flask, Docker, Redis, REST APIs, SQL",2022-03-29,Yes,Fintech
JOB00482,AI Engineer,Zomato,Gurgaon,Principal,5422544,"PyTorch, NLP, TensorFlow, Python, LLMs, OpenAI API, LangChain, Vector Databases",2022-02-09,Yes,Finance
JOB00483,Business Intelligence Analyst,Freshworks,Mumbai,Mid,715063,"SQL, Data Modeling, Business Analysis, Statistics, Excel",2022-12-16,Yes,IT
JOB00484,DevOps Engineer,Wipro,Gurgaon,Principal,4425148,"Azure, Jenkins, CI/CD, Bash Scripting",2023-10-27,Hybrid,Finance
JOB00485,Frontend Developer,Byju's,Hyderabad,Mid,747800,"Vue.js, CSS, React, JavaScript, Webpack, Redux, Angular, TypeScript",2024-01-28,No,Finance
JOB00486,NLP Engineer,TechCorp India,Bangalore,Principal,3670703,"NLP, SpaCy, TensorFlow, Python, BERT",2022-06-15,Yes,IT
JOB00487,Business Intelligence Analyst,Cognizant,Gurgaon,Principal,4690056,"Python, Power BI, Tableau, Business Analysis, Statistics, Excel, ETL",2023-05-05,Hybrid,IT
JOB00488,Data Engineer,Capgemini,Mumbai,Mid,1452037,"Big Data, Spark, Airflow, Kafka, AWS, Python, dbt",2023-04-28,Hybrid,IT
JOB00489,Data Engineer,Zomato,Hyderabad,Senior,2631880,"SQL, Snowflake, dbt, Airflow, Python, Spark, Databricks, AWS",2024-08-29,Yes,Fintech
JOB00490,NLP Engineer,Infosys,Mumbai,Entry,328326,"Transformers, BERT, SpaCy, TensorFlow, NLTK, Text Processing",2024-07-17,Hybrid,IT
JOB00491,NLP Engineer,Freshworks,Gurgaon,Principal,4237726,"Python, NLTK, NLP, Text Processing, Deep Learning",2024-06-29,No,E-commerce
JOB00492,Software Engineer,Capgemini,Kolkata,Senior,1982477,"REST APIs, JavaScript, Python, Agile",2024-04-24,Yes,IT
JOB00493,DevOps Engineer,Google India,Delhi NCR,Principal,5531753,"Jenkins, AWS, Azure, Terraform",2022-12-31,Yes,E-commerce
JOB00494,Business Intelligence Analyst,HCL Technologies,Mumbai,Mid,1362722,"Data Modeling, Excel, Power BI, Tableau, SQL, Statistics",2023-07-29,No,E-commerce
JOB00495,Full Stack Developer,TCS,Kolkata,Mid,1497273,"Node.js, SQL, React, REST APIs, HTML, Docker",2023-04-16,Hybrid,E-commerce
JOB00496,Cybersecurity Analyst,Freshworks,Chennai,Mid,1320317,"OWASP, SIEM, Network Security, Penetration Testing, Python, Firewalls, Ethical Hacking",2024-06-08,Hybrid,Finance
JOB00497,NLP Engineer,Google India,Ahmedabad,Principal,3521296,"Python, Text Processing, NLTK, LLMs, Transformers, Deep Learning, BERT",2024-12-23,Hybrid,IT
JOB00498,DevOps Engineer,Microsoft India,Pune,Lead,3004389,"Ansible, Docker, Jenkins, Azure",2022-09-29,Yes,Fintech
JOB00499,Machine Learning Engineer,Swiggy,Hyderabad,Entry,551544,"PyTorch, CI/CD, AWS, Deep Learning, Model Deployment, Python",2024-07-20,Hybrid,E-commerce
JOB00500,Data Analyst,Oracle India,Kolkata,Senior,2473698,"Excel, Data Visualization, Statistics, Power BI",2022-03-08,No,Fintech
JOB00501,Data Engineer,Microsoft India,Bangalore,Principal,5912686,"Databricks, Spark, Big Data, Kafka, Python",2024-11-20,Yes,E-commerce
JOB00502,Frontend Developer,Byju's,Chennai,Lead,3798416,"CSS, Webpack, Vue.js, GraphQL",2022-05-18,Yes,Healthcare
JOB00503,Software Engineer,IBM India,Bangalore,Principal,3976295,"Agile, JavaScript, Docker, REST APIs, C++, Microservices, Spring Boot",2024-05-16,Yes,Healthcare
JOB00504,Frontend Developer,TCS,Chennai,Lead,3519691,"GraphQL, React, Redux, CSS, HTML, TypeScript, Vue.js, Webpack",2024-01-24,No,IT
JOB00505,Machine Learning Engineer,HCL Technologies,Chennai,Lead,2874995,"TensorFlow, REST APIs, PyTorch, Docker, FastAPI, CI/CD",2024-10-13,Hybrid,Fintech
JOB00506,Data Scientist,TCS,Bangalore,Senior,2373540,"Spark, Deep Learning, R, SQL, Statistics, Data Visualization, Python, PyTorch",2023-01-23,Yes,EdTech
JOB00507,AI Engineer,Freshworks,Hyderabad,Senior,2363380,"LLMs, Vector Databases, OpenAI API, Computer Vision, LangChain, Prompt Engineering, NLP, TensorFlow",2023-09-15,No,Finance
JOB00508,Product Manager,Cognizant,Gurgaon,Senior,1975596,"User Research, SQL, Roadmapping, Product Strategy, Agile, Scrum, A/B Testing",2024-07-22,Yes,Fintech
JOB00509,Cloud Architect,Freshworks,Hyderabad,Senior,1882269,"GCP, Cost Optimization, Kubernetes, AWS, Docker",2023-10-11,No,Healthcare
